seed,subject,dataset,auroc,macro_f1,confusion,threshold,events,predicted,alarms,false_alarms,far_hours,far_per_24h,time_in_warning,sensitivity,median_warning_s,share_warnings_30s
1,siena:PN14,siena,0.741676140556926,0.4663757293336448,"[[1252, 71, 114], [19, 13, 2], [1810, 59, 2294]]",0.9289289289289289,4,3,36,33,18.392,43.062981422745814,0.8458506083055801,0.75,1125.0,1.0
2,chbmit:chb01,chbmit,0.4656290941904892,0.2915757142742924,"[[1342, 63, 2155], [36, 25, 69], [11640, 824, 14568]]",0.943943943943944,10,0,22,22,67.735,7.795115749759069,0.14331191978497493,0.0,nan,nan
2,chbmit:chb02,chbmit,0.31413910550400803,0.2891717862383127,"[[104, 99, 515], [2, 29, 4], [5030, 1282, 12993]]",0.8618618618618619,2,0,13,13,33.969,9.18472483441001,0.17341636587203998,0.0,nan,nan
2,chbmit:chb03,chbmit,0.4530267510770738,0.3602152899825977,"[[646, 74, 1403], [14, 21, 45], [5414, 165, 14010]]",0.8138138138138138,6,3,39,35,34.678,24.223005446972124,0.47403481653233226,0.5,1005.5,1.0
2,chbmit:chb04,chbmit,0.4042394625062908,0.27262390618202803,"[[267, 12, 1127], [10, 48, 18], [30310, 3660, 60786]]",0.8968968968968969,4,2,138,136,153.706,21.235406802327685,0.43696834596522516,0.5,536.5,1.0
2,chbmit:chb05,chbmit,0.6042457766514754,0.3638116118573918,"[[635, 111, 1037], [10, 99, 3], [2607, 1333, 6389]]",0.9479479479479479,5,1,11,10,36.1,6.648199445983379,0.1409258794420339,0.2,1213.0,1.0
2,chbmit:chb06,chbmit,0.4564390716692361,0.21562384783018126,"[[254, 2745, 558], [1, 30, 2], [604, 10630, 6580]]",0.8718718718718719,10,0,3,3,61.622,1.1684096646231519,0.02251970474164894,0.0,nan,nan
2,chbmit:chb07,chbmit,0.5675747474906143,0.30511943861634333,"[[205, 45, 829], [3, 56, 8], [7246, 2859, 26770]]",0.943943943943944,3,0,7,7,65.328,2.571647248915724,0.05217716159561662,0.0,nan,nan
2,chbmit:chb08,chbmit,0.45770077842586365,0.4832339226432006,"[[1051, 9, 736], [12, 73, 100], [474, 0, 245]]",0.8088088088088088,5,4,27,23,17.115,32.25188671589711,0.6524049217002237,0.8,708.0,1.0
2,chbmit:chb09,chbmit,0.38299235884260885,0.15661369327469085,"[[158, 1107, 171], [1, 54, 1], [6389, 19057, 9465]]",0.954954954954955,4,0,3,3,65.662,1.0965162764134782,0.016034776189792696,0.0,nan,nan
2,chbmit:chb10,chbmit,0.659326999030986,0.32053850284321667,"[[50, 298, 1806], [1, 71, 17], [348, 2254, 14818]]",0.938938938938939,6,0,0,0,46.732,0.0,0.0,0.0,nan,nan
2,chbmit:chb11,chbmit,0.6301449412610303,0.32966116771782045,"[[196, 86, 78], [15, 122, 26], [7608, 1019, 14252]]",0.8568568568568569,1,0,27,27,33.822,19.159001314060447,0.35750753768844223,0.0,nan,nan
2,chbmit:chb13,chbmit,0.5264056580336625,0.24930806797358807,"[[732, 279, 778], [32, 22, 55], [4362, 2348, 4090]]",0.9129129129129129,5,2,25,22,30.135,17.52131631101074,0.36719643992371265,0.4,910.0,1.0
2,chbmit:chb14,chbmit,0.5305580576188379,0.3262174763812263,"[[310, 3, 1835], [15, 2, 17], [423, 42, 2909]]",0.8788788788788788,6,2,15,12,22.789,12.637737688932228,0.23179128563743948,0.3333333333333333,549.0,1.0
2,chbmit:chb15,chbmit,0.5398390375812012,0.2485196681755333,"[[685, 74, 2431], [15, 7, 380], [180, 16, 925]]",0.970970970970971,9,0,3,2,34.742,1.3816262892780042,0.034433335663846744,0.0,268.0,1.0
2,chbmit:chb16,chbmit,0.4972001527633378,0.312311129769125,"[[617, 109, 1051], [8, 0, 13], [1524, 205, 2304]]",0.914914914914915,5,1,5,4,16.371,5.864087554085009,0.1311740890688259,0.2,1789.0,1.0
2,chbmit:chb17,chbmit,0.7041147519365666,0.36371885447878477,"[[311, 516, 251], [18, 24, 17], [1597, 654, 6908]]",0.9009009009009009,3,0,2,2,19.281,2.4895548191903183,0.03915040948132366,0.0,nan,nan
2,chbmit:chb18,chbmit,0.5196405938287878,0.4506038470253584,"[[80, 9, 1347], [5, 31, 27], [1526, 61, 17320]]",0.8838838838838838,4,0,1,1,33.301,0.7206906618843059,0.005809389229078348,0.0,nan,nan
2,chbmit:chb19,chbmit,0.5529512682716025,0.4958504466964289,"[[258, 40, 420], [2, 36, 11], [1779, 74, 17452]]",0.8798798798798799,2,0,12,12,28.654,10.050894285298822,0.15566875408916722,0.0,nan,nan
2,chbmit:chb20,chbmit,0.5626491251215981,0.3093953655407213,"[[851, 83, 842], [16, 27, 18], [4818, 1535, 7270]]",0.8918918918918919,5,0,4,4,24.844,3.8640429338103757,0.0720912547528517,0.0,nan,nan
